98163,50300
98163,51527
98367,51527
98367,52754
98346,52754
98346,53905
97373,53905
97373,55141
97607,55141
97607,56356
97542,56356
97542,57601
97630,57601
97630,58837
97593,58837
97593,59950
96933,59950
96933,61173
96823,61173
96823,62431
96807,62431
96807,63399
95749,63399
95749,64602
95545,64602
95545,65695
94999,65695
94999,66796
94497,66796
94497,67983
94217,67983
94217,69349
94325,69349
94325,70320
93509,70320
93509,71309
92765,71309
92765,72665
92739,72665
92739,73749
92166,73749
92166,74544
91107,74544
91107,75489
90331,75489
90331,76409
89533,76409
89533,77765
89366,77765
89366,78588
88426,78588
88426,79695
87873,79695
87873,80588
87039,80588
87039,81756
86528,81756
86528,82111
85099,82111
85099,83479
84783,83479
84783,84348
83922,84348
83922,84777
82647,84777
82647,85838
81974,85838
81974,86656
81073,86656
81073,87776
80412,87776
80412,88012
79046,88012
79046,88887
78183,88887
78183,89405
77064,89405
77064,90062
76046,90062
76046,91296
75384,91296
75384,91494
74079,91494
74079,91785
72852,91785
72852,92724
71979,92724
71979,93427
70966,93427
70966,94141
69949,94141
69949,93911
68520,93911
68520,94297
67375,94297
67375,95002
66348,95002
66348,95418
65208,95418
65208,95751
64041,95751
64041,96516
62996,96516
62996,96072
61622,96072
61622,97199
60643,97199
60643,97459
59444,97459
59444,97328
58178,97328
58178,97110
56916,97110
56916,97795
55784,97795
55784,97823
54561,97823
54561,98102
53361,98102
53361,98255
52145,98255
52145,97561
50908,97561
50908,97628
49702,97628
49702,97544
48498,97544
48498,97591
47288,97591
47288,98325
46016,98325
46016,97315
44890,97315
44890,97220
43686,97220
43686,97646
42396,97646
42396,97454
41188,97454
41188,97345
39962,97345
39962,96237
38966,96237
38966,95946
37797,95946
37797,95863
36566,95863
36566,96006
35249,96006
35249,94904
34337,94904
34337,94741
33111,94741
33111,94175
32033,94175
32033,93655
30942,93655
30942,93418
29721,93418
29721,92715
28715,92715
28715,92198
27621,92198
27621,91609
26563,91609
26563,90797
25639,90797
25639,90696
24279,90696
24279,89808
23406,89808
23406,88926
22544,88926
22544,88242
21549,88242
21549,87814
20350,87814
20350,87185
19291,87185
19291,85950
18746,85950
18746,85493
17528,85493
17528,84854
16451,84854
16451,83612
15965,83612
15965,82878
14977,82878
14977,81802
14354,81802
14354,81255
13128,81255
13128,80335
12318,80335
12318,79237
11737,79237
11737,78378
10843,78378
10843,77443
10041,77443
10041,76342
9482,76342
9482,75126
9121,75126
9121,73843
8912,73843
8912,72997
7950,72997
7950,71821
7583,71821
7583,71034
6432,71034
6432,69973
5805,69973
5805,68738
5571,68738
5571,67592
5148,67592
5148,66418
4806,66418
4806,65392
4033,65392
4033,64144
3912,64144
3912,62812
4140,62812
4140,61688
3665,61688
3665,60548
3218,60548
3218,59463
2449,59463
2449,58152
2820,58152
2820,56951
2650,56951
2650,55788
2168,55788
2168,54532
2485,54532
2485,53361
1904,53361
1904,52152
1577,52152
1577,50918
1932,50918
1932,50278
94664,50278
94664,48472
1636,48472
1636,47271
2113,47271
2113,46080
2446,46080
2446,44800
1850,44800
1850,43704
2913,43704
2913,42396
2356,42396
2356,41236
2800,41236
2800,39963
2663,39963
2663,38848
3272,38848
3272,37704
3704,37704
3704,36534
4028,36534
4028,35207
3863,35207
3863,34054
4282,34054
4282,32888
4667,32888
4667,31763
5160,31763
5160,30937
6331,30937
6331,29596
6314,29596
6314,28453
6758,28453
6758,27388
7362,27388
7362,26234
7805,26234
7805,25507
8980,25507
8980,24123
9055,24123
9055,23225
9920,23225
9920,22155
10522,22155
10522,21176
11257,21176
11257,20360
12198,20360
12198,19494
13060,19494
13060,18223
13448,18223
13448,17312
14270,17312
14270,16962
15676,16962
15676,15699
16124,15699
16124,15133
17268,15133
17268,14134
18001,14134
18001,13022
18654,13022
18654,12837
20082,12837
20082,11766
20784,11766
20784,11089
21799,11089
21799,10259
22705,10259
22705,9928
23947,9928
23947,9370
25025,9370
25025,8200
25743,8200
25743,8060
27062,8060
27062,6931
27843,6931
27843,7037
29257,7037
29257,6012
30120,6012
30120,5699
31315,5699
31315,5619
32592,5619
32592,4644
33523,4644
33523,4203
34664,4203
34664,3783
35815,3783
35815,3816
37096,3816
37096,3621
38300,3621
38300,3502
39515,3502
39515,2904
40627,2904
40627,3045
41886,3045
41886,2516
43028,2516
43028,2233
44219,2233
44219,1906
45412,1906
45412,2126
46654,2126
46654,1885
47860,1885
47860,2102
49085,2102
49085,1764
50300,1764
50300,2189
51510,2189
51510,1826
52744,1826
52744,2348
53927,2348
53927,2700
55108,2700
55108,2281
56380,2281
56380,2593
57565,2593
57565,2635
58794,2635
58794,3376
59884,3376
59884,3781
61029,3781
61029,3893
62245,3893
62245,4405
63354,4405
63354,4218
64678,4218
64678,4309
65936,4309
65936,5291
66876,5291
66876,5560
68073,5560
68073,6403
69031,6403
69031,6916
70121,6916
70121,6783
71534,6783
71534,7540
72517,7540
72517,8315
73478,8315
73478,8665
74680,8665
74680,9564
75554,9564
75554,10383
76465,10383
76465,11040
77479,11040
77479,11243
78833,11243
78833,12173
79659,12173
79659,13209
80382,13209
80382,13583
81659,13583
81659,14641
82347,14641
82347,15418
83285,15418
83285,16504
83915,16504
83915,17138
85005,17138
85005,17779
86113,17779
86113,18715
86905,18715
86905,20009
87252,20009
87252,20583
88497,20583
88497,21732
89002,21732
89002,22576
89929,22576
89929,23685
90474,23685
90474,24719
91127,24719
91127,25772
91750,25772
91750,26780
92456,26780
92456,27983
92796,27983
92796,29053
93383,29053
93383,30127
93971,30127
93971,31232
94498,31232
94498,32609
94338,32609
94338,33491
95441,33491
95441,34651
95836,34651
95836,36041
95479,36041
95479,37190
95847,37190
95847,38139
97015,38139
97015,39491
96601,39491
96601,40616
97152,40616
97152,41774
97603,41774
97603,43058
97283,43058
97283,44248
97521,44248
97521,45465
97535,45465
97535,46620
98366,46620
98366,47869
97922,47869
97922,49077
98318,49077
98318,50300
